"anio","carrera","carrera_siglas","tipo","cohorte","cohorte_anio","linea_formativa","propuesta","ifda_sigla","ifda","prematriculados","inician_curso","aprueban_MI","cursantes_T3"
"2021","Seminario ""La Datificación de la Experiencia""","SEMINARIODATIEXP","Seminario","Agosto 2021","2021","Formación de estudiantes de institutos de formación docente y docentes noveles","Seminario ""La Datificación de la Experiencia""","ISPT","Instituto Superior del Profesorado Tecnológico","68","67","0","67"
"2021","Especialización Docente de Nivel Superior en Educación y Medios Digitales","EDUYMEDIOS19","Trayecto","Mayo 2019","2019","Formación de docentes en el área de medios y tecnologías","Educación y Medios Digitales","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","21","0","21","21"
"2021","Especialización Docente de Nivel Superior en Educación y Medios Digitales","EDUYMEDIOS19","Trayecto","Mayo 2019","2019","Formación de docentes en el área de medios y tecnologías","Educación y Medios Digitales","ENSAGULLA","Escuela Normal Superior Dr. Agustín Garzón Agulla","62","0","62","57"
"2021","Formación Pedagógica Trayectorias Escolares y Enseñanza en el PIT","FORM_PIT","Formación pedagógica (postítulo)","Agosto 2020","2020","Formación de docentes del nivel de educación secundaria","Trayectorias Escolares y Enseñanza en el PIT","URQUIZA","Escuela Normal Superior Justo José de Urquiza","7","0","7","7"
"2021","Formación Pedagógica Trayectorias Escolares y Enseñanza en el PIT","FORM_PIT","Formación pedagógica (postítulo)","Agosto 2020","2020","Formación de docentes del nivel de educación secundaria","Trayectorias Escolares y Enseñanza en el PIT","CARENA","Instituto Superior Dr. Carlos María Carena","5","0","5","5"
"2021","Formación Pedagógica Trayectorias Escolares y Enseñanza en el PIT","FORM_PIT","Formación pedagógica (postítulo)","Agosto 2020","2020","Formación de docentes del nivel de educación secundaria","Trayectorias Escolares y Enseñanza en el PIT","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","8","0","8","7"
"2021","Formación Pedagógica Trayectorias Escolares y Enseñanza en el PIT","FORM_PIT","Formación pedagógica (postítulo)","Agosto 2020","2020","Formación de docentes del nivel de educación secundaria","Trayectorias Escolares y Enseñanza en el PIT","ENSAGULLA","Escuela Normal Superior Dr. Agustín Garzón Agulla","70","0","70","66"
"2021","Ateneo Didáctico de Ciencias Sociales: Las sociedades y los espacios geográficos","ATENEOSOCIALES1","Seminario","Abril 2021","2021","Formación para docentes de todos los niveles del sistema educativo","Ateneo Didáctico de Ciencias Sociales: Las sociedades y los espacios geográficos","ENSCARBO","Escuela Normal Superior Dr. Alejandro Carbó","142","116","0","116"
"2021","Actualización Académica Enseñar con Herramientas Digitales","HERRADIGI_ACT","Trayecto","Octubre 2020","2020","Formación de docentes en el área de medios y tecnologías","Enseñar con Herramientas Digitales","URQUIZA","Escuela Normal Superior Justo José de Urquiza","103","0","100","94"
"2021","Actualización Académica Enseñar con Herramientas Digitales","HERRADIGI_ACT","Trayecto","Octubre 2020","2020","Formación de docentes en el área de medios y tecnologías","Enseñar con Herramientas Digitales","CARENA","Instituto Superior Dr. Carlos María Carena","27","0","24","24"
"2021","Actualización Académica Enseñar con Herramientas Digitales","HERRADIGI_ACT","Trayecto","Octubre 2020","2020","Formación de docentes en el área de medios y tecnologías","Enseñar con Herramientas Digitales","SANMARTIN","Colegio Superior San Martín","37","0","37","37"
"2021","Actualización Académica Enseñar con Herramientas Digitales","HERRADIGI_ACT","Trayecto","Octubre 2020","2020","Formación de docentes en el área de medios y tecnologías","Enseñar con Herramientas Digitales","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","61","0","59","57"
"2021","Actualización Académica Enseñar con Herramientas Digitales","HERRADIGI_ACT","Trayecto","Octubre 2020","2020","Formación de docentes en el área de medios y tecnologías","Enseñar con Herramientas Digitales","HOUSSAY","Instituto Superior Dr. Bernardo Houssay","32","0","32","32"
"2021","Actualización Académica Enseñar con Herramientas Digitales","HERRADIGI_ACT","Trayecto","Octubre 2020","2020","Formación de docentes en el área de medios y tecnologías","Enseñar con Herramientas Digitales","LEFEBVRE","Instituto de Enseñanza Superior Eduardo Lefebvre de Laboulaye","35","0","35","34"
"2021","Actualización Académica Enseñar con Herramientas Digitales","HERRADIGI_ACT","Trayecto","Octubre 2020","2020","Formación de docentes en el área de medios y tecnologías","Enseñar con Herramientas Digitales","ENSAGULLA","Escuela Normal Superior Dr. Agustín Garzón Agulla","309","0","297","291"
"2021","Actualización Académica Enseñar con Herramientas Digitales","HERRADIGI_ACT","Trayecto","Octubre 2020","2020","Formación de docentes en el área de medios y tecnologías","Enseñar con Herramientas Digitales","CCASTRO","Conservatorio Superior de Música Juan José Castro","38","0","37","37"
"2021","Actualización Académica Enseñar con Herramientas Digitales","HERRADIGI_ACT","Trayecto","Octubre 2020 - ISEP","2020","Formación de docentes en el área de medios y tecnologías","Enseñar con Herramientas Digitales","ENSAGULLA","Escuela Normal Superior Dr. Agustín Garzón Agulla","123","0","89","107"
"2021","Formación Académica Enseñar con Herramientas Digitales","FORM_HERRADIGI","Formación pedagógica (postítulo)","Octubre 2020","2020","Formación de docentes en el área de medios y tecnologías","Enseñar con Herramientas Digitales","URQUIZA","Escuela Normal Superior Justo José de Urquiza","10","0","9","9"
"2021","Formación Académica Enseñar con Herramientas Digitales","FORM_HERRADIGI","Formación pedagógica (postítulo)","Octubre 2020","2020","Formación de docentes en el área de medios y tecnologías","Enseñar con Herramientas Digitales","CARENA","Instituto Superior Dr. Carlos María Carena","4","0","2","2"
"2021","Formación Académica Enseñar con Herramientas Digitales","FORM_HERRADIGI","Formación pedagógica (postítulo)","Octubre 2020","2020","Formación de docentes en el área de medios y tecnologías","Enseñar con Herramientas Digitales","SANMARTIN","Colegio Superior San Martín","9","0","9","8"
"2021","Formación Académica Enseñar con Herramientas Digitales","FORM_HERRADIGI","Formación pedagógica (postítulo)","Octubre 2020","2020","Formación de docentes en el área de medios y tecnologías","Enseñar con Herramientas Digitales","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","13","0","13","13"
"2021","Formación Académica Enseñar con Herramientas Digitales","FORM_HERRADIGI","Formación pedagógica (postítulo)","Octubre 2020","2020","Formación de docentes en el área de medios y tecnologías","Enseñar con Herramientas Digitales","HOUSSAY","Instituto Superior Dr. Bernardo Houssay","6","0","6","6"
"2021","Formación Académica Enseñar con Herramientas Digitales","FORM_HERRADIGI","Formación pedagógica (postítulo)","Octubre 2020","2020","Formación de docentes en el área de medios y tecnologías","Enseñar con Herramientas Digitales","LEFEBVRE","Instituto de Enseñanza Superior Eduardo Lefebvre de Laboulaye","5","0","5","5"
"2021","Formación Académica Enseñar con Herramientas Digitales","FORM_HERRADIGI","Formación pedagógica (postítulo)","Octubre 2020","2020","Formación de docentes en el área de medios y tecnologías","Enseñar con Herramientas Digitales","ENSAGULLA","Escuela Normal Superior Dr. Agustín Garzón Agulla","58","0","55","55"
"2021","Formación Académica Enseñar con Herramientas Digitales","FORM_HERRADIGI","Formación pedagógica (postítulo)","Octubre 2020","2020","Formación de docentes en el área de medios y tecnologías","Enseñar con Herramientas Digitales","CCASTRO","Conservatorio Superior de Música Juan José Castro","6","0","6","5"
"2021","Formación Académica Enseñar con Herramientas Digitales","FORM_HERRADIGI","Formación pedagógica (postítulo)","Octubre 2020 - ISEP","2020","Formación de docentes en el área de medios y tecnologías","Enseñar con Herramientas Digitales","ENSAGULLA","Escuela Normal Superior Dr. Agustín Garzón Agulla","33","0","24","26"
"2021","Actualización Académica en Educación Inicial","INICIAL_ACT","Trayecto","Mayo 2021","2021","Formación de docentes del nivel de educación inicial y primario","Actualización Académica en Educación Inicial","URQUIZA","Escuela Normal Superior Justo José de Urquiza","42","0","20","19"
"2021","Actualización Académica en Educación Inicial","INICIAL_ACT","Trayecto","Mayo 2021","2021","Formación de docentes del nivel de educación inicial y primario","Actualización Académica en Educación Inicial","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","43","0","26","26"
"2021","Actualización Académica en Educación Inicial","INICIAL_ACT","Trayecto","Mayo 2021","2021","Formación de docentes del nivel de educación inicial y primario","Actualización Académica en Educación Inicial","ISCAL","Instituto Superior Carlos Alberto Leguizamón","236","0","120","117"
"2021","Actualización Académica en Educación Inicial","INICIAL_ACT","Trayecto","Mayo 2021 (Nuevos Lugares Docentes)","2021","Formación de docentes del nivel de educación inicial y primario","Actualización Académica en Educación Inicial","ISCAL","Instituto Superior Carlos Alberto Leguizamón","22","0","18","18"
"2021","Ateneo Didáctico de Matemática: Geometría y medida","ATENEOMATEMATICA1","Seminario","Mayo 2021","2021","Formación de docentes del nivel de educación inicial y primario","Ateneo Didáctico de Matemática: Geometría y medida","ENSCARBO","Escuela Normal Superior Dr. Alejandro Carbó","149","104","0","104"
"2021","Seminario Educación Sexual Integral","SEMINARIOESI","Seminario","Agosto 2021","2021","Formación docente complementaria","Seminario Educación Sexual Integral","IESSB","Instituto de Enseñanza Superior Simón Bolívar","51","51","0","51"
"2021","Seminario Educación Sexual Integral","SEMINARIOESI","Seminario","Agosto 2021","2021","Formación docente complementaria","Seminario Educación Sexual Integral","IESSB","Instituto de Enseñanza Superior Simón Bolívar","213","181","0","181"
"2021","Ciclo de talleres para equipos directivos y de supervisión ""La continuidad pedagógica 2020-2021: perspectivas y análisis de experiencias""","CONTINUIDADPEDAGOGICA","Seminario","Abril 2021 (Supervisores)","2021","Formación de directores y supervisores","Ciclo de talleres para equipos directivos y de supervisión ""La continuidad pedagógica 2020-2021: perspectivas y análisis de experiencias""","IESSB","Instituto de Enseñanza Superior Simón Bolívar","53","44","0","44"
"2021","Ciclo de talleres para equipos directivos y de supervisión ""La continuidad pedagógica 2020-2021: perspectivas y análisis de experiencias""","CONTINUIDADPEDAGOGICA","Seminario","Abril 2021 (Equipos directivos)","2021","Formación de directores y supervisores","Ciclo de talleres para equipos directivos y de supervisión ""La continuidad pedagógica 2020-2021: perspectivas y análisis de experiencias""","URQUIZA","Escuela Normal Superior Justo José de Urquiza","76","60","0","60"
"2021","Ciclo de talleres para equipos directivos y de supervisión ""La continuidad pedagógica 2020-2021: perspectivas y análisis de experiencias""","CONTINUIDADPEDAGOGICA","Seminario","Abril 2021 (Equipos directivos)","2021","Formación de directores y supervisores","Ciclo de talleres para equipos directivos y de supervisión ""La continuidad pedagógica 2020-2021: perspectivas y análisis de experiencias""","CARENA","Instituto Superior Dr. Carlos María Carena","32","30","0","30"
"2021","Ciclo de talleres para equipos directivos y de supervisión ""La continuidad pedagógica 2020-2021: perspectivas y análisis de experiencias""","CONTINUIDADPEDAGOGICA","Seminario","Abril 2021 (Equipos directivos)","2021","Formación de directores y supervisores","Ciclo de talleres para equipos directivos y de supervisión ""La continuidad pedagógica 2020-2021: perspectivas y análisis de experiencias""","IESSB","Instituto de Enseñanza Superior Simón Bolívar","481","357","0","357"
"2021","Ciclo de talleres para equipos directivos y de supervisión ""La continuidad pedagógica 2020-2021: perspectivas y análisis de experiencias""","CONTINUIDADPEDAGOGICA","Seminario","Abril 2021 (Equipos directivos)","2021","Formación de directores y supervisores","Ciclo de talleres para equipos directivos y de supervisión ""La continuidad pedagógica 2020-2021: perspectivas y análisis de experiencias""","SANMARTIN","Colegio Superior San Martín","61","55","0","55"
"2021","Ciclo de talleres para equipos directivos y de supervisión ""La continuidad pedagógica 2020-2021: perspectivas y análisis de experiencias""","CONTINUIDADPEDAGOGICA","Seminario","Abril 2021 (Equipos directivos)","2021","Formación de directores y supervisores","Ciclo de talleres para equipos directivos y de supervisión ""La continuidad pedagógica 2020-2021: perspectivas y análisis de experiencias""","INESCER","Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""","127","105","0","105"
