idcarrera,idcohorte,linea_formativa,propuesta,carrera,carrera_siglas,tipo,cohorte_anio,anio,idsede,ifda,ifda_siglas,departamento,iddepartamento,inscriptos,aceptados,aprobados_mi,inician_cursada_seminario,cursantes_t3,cursando_hoy,egresados_intermedio,egresados,aprobados_mi2,tiene_egresados,tiene_egresados_inter,ingresantes
14,44,Formación de docentes del nivel de educación inicial y primario,Especialización Docente de Nivel Superior en la Enseñanza de Ciencias Naturales en la Educación Primaria,Especialización Docente de Nivel Superior en la Enseñanza de Ciencias Naturales en la Educación Primaria,NATURALES_ESP,Trayecto,2018,2018,9,Instituto Superior Carlos Alberto Leguizamón,ISCAL,Capital,26,66,50,13,0,13,0,0,0,0,1,1,13
10,38,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial,GESTIONINI_ESP,Trayecto,2018,2018,8,Escuela Normal Superior Dr. Alejandro Carbó,ENSCARBO,Capital,26,269,196,126,0,125,0,0,0,0,1,1,126
10,38,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial,GESTIONINI_ESP,Trayecto,2018,2019,8,Escuela Normal Superior Dr. Alejandro Carbó,ENSCARBO,Capital,26,,,,0,116,0,91,0,0,1,1,0
10,38,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial,GESTIONINI_ESP,Trayecto,2018,2020,8,Escuela Normal Superior Dr. Alejandro Carbó,ENSCARBO,Capital,26,,,,0,92,0,1,41,0,1,1,0
10,38,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial,GESTIONINI_ESP,Trayecto,2018,2021,8,Escuela Normal Superior Dr. Alejandro Carbó,ENSCARBO,Capital,26,,,,0,11,0,5,22,0,1,1,0
20,41,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Superior,GESTIONSUP_ESP,Trayecto,2018,2018,8,Escuela Normal Superior Dr. Alejandro Carbó,ENSCARBO,Capital,26,100,62,31,0,30,0,0,0,0,1,1,31
16,46,Formación de docentes del nivel de educación inicial y primario,Especialización Docente de Nivel Superior en la Enseñanza de Lengua y Literatura en la Educación Primaria,Especialización Docente de Nivel Superior en la Enseñanza de Lengua y Literatura en la Educación Primaria,LENGUA_ESP,Trayecto,2018,2018,8,Escuela Normal Superior Dr. Alejandro Carbó,ENSCARBO,Capital,26,142,113,30,0,30,0,0,0,0,1,1,30
12,40,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Secundaria,GESTIONSEC_ESP,Trayecto,2018,2018,1,Escuela Normal Superior Justo José de Urquiza,URQUIZA,Río Cuarto,13,52,42,20,0,20,0,0,0,0,1,1,20
12,40,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Secundaria,GESTIONSEC_ESP,Trayecto,2018,2019,1,Escuela Normal Superior Justo José de Urquiza,URQUIZA,Río Cuarto,13,,,,0,17,0,15,0,0,1,1,0
11,39,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria,GESTIONPRI_ESP,Trayecto,2018,2022,1,Escuela Normal Superior Justo José de Urquiza,URQUIZA,Río Cuarto,13,,,,0,0,0,0,0,0,1,1,0
11,39,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria,GESTIONPRI_ESP,Trayecto,2018,2018,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,126,102,60,0,60,0,0,0,0,1,1,60
11,39,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria,GESTIONPRI_ESP,Trayecto,2018,2019,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,,,,0,56,0,50,0,0,1,1,0
3,42,Formación de directores y supervisores,Trayecto de formación para docentes de ramos especiales para el acceso a concursos de cargos directivos en el nivel de Educación Primaria,Trayecto de formación para docentes de ramos especiales para el acceso a concursos de cargos directivos en el nivel de Educación Primaria,DIRESPECIALES,Trayecto,2018,2018,3,Instituto de Enseñanza Superior Simón Bolívar,IESSB,Capital,26,83,78,43,0,43,0,0,34,0,1,0,43
11,39,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria,GESTIONPRI_ESP,Trayecto,2018,2018,10,Instituto de Enseñanza Superior Eduardo Lefebvre de Laboulaye,LEFEBVRE,Presidente Roque Sáenz Peña,11,40,34,9,0,9,0,0,0,0,1,1,9
11,39,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria,GESTIONPRI_ESP,Trayecto,2018,2019,10,Instituto de Enseñanza Superior Eduardo Lefebvre de Laboulaye,LEFEBVRE,Presidente Roque Sáenz Peña,11,,,,0,6,0,6,0,0,1,1,0
11,39,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria,GESTIONPRI_ESP,Trayecto,2018,2020,10,Instituto de Enseñanza Superior Eduardo Lefebvre de Laboulaye,LEFEBVRE,Presidente Roque Sáenz Peña,11,,,,0,5,0,0,1,0,1,1,0
13,43,Formación de docentes del nivel de educación inicial y primario,Especialización Docente de Nivel Superior en la Enseñanza de Ciencias Sociales en la Educación Primaria,Especialización Docente de Nivel Superior en la Enseñanza de Ciencias Sociales en la Educación Primaria,SOCIALES_ESP,Trayecto,2018,2018,8,Escuela Normal Superior Dr. Alejandro Carbó,ENSCARBO,Capital,26,59,47,12,0,12,0,0,0,0,1,1,12
15,45,Formación de docentes del nivel de educación inicial y primario,Especialización Docente de Nivel Superior en la Enseñanza de Matemática en la Educación Primaria,Especialización Docente de Nivel Superior en la Enseñanza de Matemática en la Educación Primaria,MATEMATICA_ESP,Trayecto,2018,2018,1,Escuela Normal Superior Justo José de Urquiza,URQUIZA,Río Cuarto,13,13,,,0,0,0,0,0,0,1,1,0
20,41,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Superior,GESTIONSUP_ESP,Trayecto,2018,2019,8,Escuela Normal Superior Dr. Alejandro Carbó,ENSCARBO,Capital,26,,,,0,22,0,17,0,0,1,1,0
20,41,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Superior,GESTIONSUP_ESP,Trayecto,2018,2020,8,Escuela Normal Superior Dr. Alejandro Carbó,ENSCARBO,Capital,26,,,,0,19,0,0,6,0,1,1,0
15,45,Formación de docentes del nivel de educación inicial y primario,Especialización Docente de Nivel Superior en la Enseñanza de Matemática en la Educación Primaria,Especialización Docente de Nivel Superior en la Enseñanza de Matemática en la Educación Primaria,MATEMATICA_ESP,Trayecto,2018,2018,6,Instituto Superior Dr. Bernardo Houssay,HOUSSAY,Punilla,12,1,,,0,0,0,0,0,0,1,1,0
29,37,Formación de docentes en el área de medios y tecnologías,Educación y Medios Digitales,Especialización Docente de Nivel Superior en Educación y Medios Digitales,EDUYMEDIOS,Trayecto,2018,2021,11,Escuela Normal Superior Dr. Agustín Garzón Agulla,ENSAGULLA,Capital,26,,,,0,8,0,5,10,0,1,1,0
29,37,Formación de docentes en el área de medios y tecnologías,Educación y Medios Digitales,Especialización Docente de Nivel Superior en Educación y Medios Digitales,EDUYMEDIOS,Trayecto,2018,2022,11,Escuela Normal Superior Dr. Agustín Garzón Agulla,ENSAGULLA,Capital,26,,,,0,0,0,0,0,0,1,1,0
12,40,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Secundaria,GESTIONSEC_ESP,Trayecto,2018,2018,2,Instituto Superior Dr. Carlos María Carena,CARENA,San Alberto,17,50,41,18,0,18,0,0,0,0,1,1,18
12,40,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Secundaria,GESTIONSEC_ESP,Trayecto,2018,2019,2,Instituto Superior Dr. Carlos María Carena,CARENA,San Alberto,17,,,,0,14,0,13,0,0,1,1,0
12,40,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Secundaria,GESTIONSEC_ESP,Trayecto,2018,2018,6,Instituto Superior Dr. Bernardo Houssay,HOUSSAY,Punilla,12,45,33,15,0,15,0,0,0,0,1,1,15
12,40,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Secundaria,GESTIONSEC_ESP,Trayecto,2018,2019,6,Instituto Superior Dr. Bernardo Houssay,HOUSSAY,Punilla,12,,,,0,12,0,9,0,0,1,1,0
12,40,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Secundaria,GESTIONSEC_ESP,Trayecto,2018,2020,6,Instituto Superior Dr. Bernardo Houssay,HOUSSAY,Punilla,12,,,,0,10,0,0,7,0,1,1,0
11,39,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria,GESTIONPRI_ESP,Trayecto,2018,2020,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,,,,0,41,0,0,24,0,1,1,0
16,46,Formación de docentes del nivel de educación inicial y primario,Especialización Docente de Nivel Superior en la Enseñanza de Lengua y Literatura en la Educación Primaria,Especialización Docente de Nivel Superior en la Enseñanza de Lengua y Literatura en la Educación Primaria,LENGUA_ESP,Trayecto,2018,2019,8,Escuela Normal Superior Dr. Alejandro Carbó,ENSCARBO,Capital,26,,,,0,5,0,3,0,0,1,1,0
15,45,Formación de docentes del nivel de educación inicial y primario,Especialización Docente de Nivel Superior en la Enseñanza de Matemática en la Educación Primaria,Especialización Docente de Nivel Superior en la Enseñanza de Matemática en la Educación Primaria,MATEMATICA_ESP,Trayecto,2018,2018,9,Instituto Superior Carlos Alberto Leguizamón,ISCAL,Capital,26,95,75,20,0,20,0,0,0,0,1,1,20
12,40,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Secundaria,GESTIONSEC_ESP,Trayecto,2018,2020,2,Instituto Superior Dr. Carlos María Carena,CARENA,San Alberto,17,,,,0,14,0,0,5,0,1,1,0
12,40,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Secundaria,GESTIONSEC_ESP,Trayecto,2018,2018,4,Colegio Superior San Martín,SANMARTIN,San Justo,19,45,34,11,0,11,0,0,0,0,1,1,11
15,45,Formación de docentes del nivel de educación inicial y primario,Especialización Docente de Nivel Superior en la Enseñanza de Matemática en la Educación Primaria,Especialización Docente de Nivel Superior en la Enseñanza de Matemática en la Educación Primaria,MATEMATICA_ESP,Trayecto,2018,2018,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,16,13,8,0,7,0,0,0,0,1,1,8
15,45,Formación de docentes del nivel de educación inicial y primario,Especialización Docente de Nivel Superior en la Enseñanza de Matemática en la Educación Primaria,Especialización Docente de Nivel Superior en la Enseñanza de Matemática en la Educación Primaria,MATEMATICA_ESP,Trayecto,2018,2019,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,,,,0,7,0,6,0,0,1,1,0
10,38,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial,GESTIONINI_ESP,Trayecto,2018,2022,8,Escuela Normal Superior Dr. Alejandro Carbó,ENSCARBO,Capital,26,,,,0,0,0,0,0,0,1,1,0
11,39,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria,GESTIONPRI_ESP,Trayecto,2018,2018,6,Instituto Superior Dr. Bernardo Houssay,HOUSSAY,Punilla,12,46,38,22,0,22,0,0,0,0,1,1,22
11,39,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria,GESTIONPRI_ESP,Trayecto,2018,2019,6,Instituto Superior Dr. Bernardo Houssay,HOUSSAY,Punilla,12,,,,0,18,0,16,0,0,1,1,0
11,39,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria,GESTIONPRI_ESP,Trayecto,2018,2020,6,Instituto Superior Dr. Bernardo Houssay,HOUSSAY,Punilla,12,,,,0,14,0,0,6,0,1,1,0
11,39,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria,GESTIONPRI_ESP,Trayecto,2018,2018,4,Colegio Superior San Martín,SANMARTIN,San Justo,19,49,42,27,0,27,0,0,0,0,1,1,27
11,39,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria,GESTIONPRI_ESP,Trayecto,2018,2019,4,Colegio Superior San Martín,SANMARTIN,San Justo,19,,,,0,22,0,21,0,0,1,1,0
11,39,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria,GESTIONPRI_ESP,Trayecto,2018,2020,4,Colegio Superior San Martín,SANMARTIN,San Justo,19,,,,0,22,0,0,14,0,1,1,0
11,39,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria,GESTIONPRI_ESP,Trayecto,2018,2021,6,Instituto Superior Dr. Bernardo Houssay,HOUSSAY,Punilla,12,,,,0,4,0,3,2,0,1,1,0
12,40,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Secundaria,GESTIONSEC_ESP,Trayecto,2018,2020,1,Escuela Normal Superior Justo José de Urquiza,URQUIZA,Río Cuarto,13,,,,0,15,0,0,5,0,1,1,0
12,40,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Secundaria,GESTIONSEC_ESP,Trayecto,2018,2019,4,Colegio Superior San Martín,SANMARTIN,San Justo,19,,,,0,11,0,8,0,0,1,1,0
12,40,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Secundaria,GESTIONSEC_ESP,Trayecto,2018,2020,4,Colegio Superior San Martín,SANMARTIN,San Justo,19,,,,0,9,0,0,6,0,1,1,0
16,46,Formación de docentes del nivel de educación inicial y primario,Especialización Docente de Nivel Superior en la Enseñanza de Lengua y Literatura en la Educación Primaria,Especialización Docente de Nivel Superior en la Enseñanza de Lengua y Literatura en la Educación Primaria,LENGUA_ESP,Trayecto,2018,2018,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,20,15,7,0,7,0,0,0,0,1,1,7
16,46,Formación de docentes del nivel de educación inicial y primario,Especialización Docente de Nivel Superior en la Enseñanza de Lengua y Literatura en la Educación Primaria,Especialización Docente de Nivel Superior en la Enseñanza de Lengua y Literatura en la Educación Primaria,LENGUA_ESP,Trayecto,2018,2020,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,,,,0,6,0,2,2,0,1,1,0
16,46,Formación de docentes del nivel de educación inicial y primario,Especialización Docente de Nivel Superior en la Enseñanza de Lengua y Literatura en la Educación Primaria,Especialización Docente de Nivel Superior en la Enseñanza de Lengua y Literatura en la Educación Primaria,LENGUA_ESP,Trayecto,2018,2021,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,,,,0,3,0,0,2,0,1,1,0
16,46,Formación de docentes del nivel de educación inicial y primario,Especialización Docente de Nivel Superior en la Enseñanza de Lengua y Literatura en la Educación Primaria,Especialización Docente de Nivel Superior en la Enseñanza de Lengua y Literatura en la Educación Primaria,LENGUA_ESP,Trayecto,2018,2022,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,,,,0,0,0,0,0,0,1,1,0
11,39,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria,GESTIONPRI_ESP,Trayecto,2018,2018,2,Instituto Superior Dr. Carlos María Carena,CARENA,San Alberto,17,50,45,21,0,21,0,0,0,0,1,1,21
11,39,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria,GESTIONPRI_ESP,Trayecto,2018,2019,2,Instituto Superior Dr. Carlos María Carena,CARENA,San Alberto,17,,,,0,18,0,17,0,0,1,1,0
11,39,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria,GESTIONPRI_ESP,Trayecto,2018,2020,2,Instituto Superior Dr. Carlos María Carena,CARENA,San Alberto,17,,,,0,19,0,0,7,0,1,1,0
13,43,Formación de docentes del nivel de educación inicial y primario,Especialización Docente de Nivel Superior en la Enseñanza de Ciencias Sociales en la Educación Primaria,Especialización Docente de Nivel Superior en la Enseñanza de Ciencias Sociales en la Educación Primaria,SOCIALES_ESP,Trayecto,2018,2019,8,Escuela Normal Superior Dr. Alejandro Carbó,ENSCARBO,Capital,26,,,,0,5,0,5,0,0,1,1,0
13,43,Formación de docentes del nivel de educación inicial y primario,Especialización Docente de Nivel Superior en la Enseñanza de Ciencias Sociales en la Educación Primaria,Especialización Docente de Nivel Superior en la Enseñanza de Ciencias Sociales en la Educación Primaria,SOCIALES_ESP,Trayecto,2018,2020,8,Escuela Normal Superior Dr. Alejandro Carbó,ENSCARBO,Capital,26,,,,0,7,0,2,4,0,1,1,0
16,46,Formación de docentes del nivel de educación inicial y primario,Especialización Docente de Nivel Superior en la Enseñanza de Lengua y Literatura en la Educación Primaria,Especialización Docente de Nivel Superior en la Enseñanza de Lengua y Literatura en la Educación Primaria,LENGUA_ESP,Trayecto,2018,2018,1,Escuela Normal Superior Justo José de Urquiza,URQUIZA,Río Cuarto,13,57,35,12,0,12,0,0,0,0,1,1,12
16,46,Formación de docentes del nivel de educación inicial y primario,Especialización Docente de Nivel Superior en la Enseñanza de Lengua y Literatura en la Educación Primaria,Especialización Docente de Nivel Superior en la Enseñanza de Lengua y Literatura en la Educación Primaria,LENGUA_ESP,Trayecto,2018,2019,1,Escuela Normal Superior Justo José de Urquiza,URQUIZA,Río Cuarto,13,,,,0,6,0,6,0,0,1,1,0
16,46,Formación de docentes del nivel de educación inicial y primario,Especialización Docente de Nivel Superior en la Enseñanza de Lengua y Literatura en la Educación Primaria,Especialización Docente de Nivel Superior en la Enseñanza de Lengua y Literatura en la Educación Primaria,LENGUA_ESP,Trayecto,2018,2021,1,Escuela Normal Superior Justo José de Urquiza,URQUIZA,Río Cuarto,13,,,,0,7,0,0,0,0,1,1,0
15,45,Formación de docentes del nivel de educación inicial y primario,Especialización Docente de Nivel Superior en la Enseñanza de Matemática en la Educación Primaria,Especialización Docente de Nivel Superior en la Enseñanza de Matemática en la Educación Primaria,MATEMATICA_ESP,Trayecto,2018,2018,10,Instituto de Enseñanza Superior Eduardo Lefebvre de Laboulaye,LEFEBVRE,Presidente Roque Sáenz Peña,11,3,,,0,0,0,0,0,0,1,1,0
10,38,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial,GESTIONINI_ESP,Trayecto,2018,2018,1,Escuela Normal Superior Justo José de Urquiza,URQUIZA,Río Cuarto,13,46,35,18,0,18,0,0,0,0,1,1,18
10,38,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial,GESTIONINI_ESP,Trayecto,2018,2019,1,Escuela Normal Superior Justo José de Urquiza,URQUIZA,Río Cuarto,13,,,,0,14,0,13,0,0,1,1,0
10,38,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial,GESTIONINI_ESP,Trayecto,2018,2020,1,Escuela Normal Superior Justo José de Urquiza,URQUIZA,Río Cuarto,13,,,,0,13,0,0,10,0,1,1,0
10,38,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial,GESTIONINI_ESP,Trayecto,2018,2018,2,Instituto Superior Dr. Carlos María Carena,CARENA,San Alberto,17,9,,,0,0,0,0,0,0,1,1,0
10,38,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial,GESTIONINI_ESP,Trayecto,2018,2018,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,39,33,20,0,20,0,0,0,0,1,1,20
10,38,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial,GESTIONINI_ESP,Trayecto,2018,2019,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,,,,0,19,0,16,0,0,1,1,0
10,38,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial,GESTIONINI_ESP,Trayecto,2018,2020,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,,,,0,15,0,0,4,0,1,1,0
11,39,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria,GESTIONPRI_ESP,Trayecto,2018,2021,10,Instituto de Enseñanza Superior Eduardo Lefebvre de Laboulaye,LEFEBVRE,Presidente Roque Sáenz Peña,11,,,,0,1,0,0,1,0,1,1,0
14,44,Formación de docentes del nivel de educación inicial y primario,Especialización Docente de Nivel Superior en la Enseñanza de Ciencias Naturales en la Educación Primaria,Especialización Docente de Nivel Superior en la Enseñanza de Ciencias Naturales en la Educación Primaria,NATURALES_ESP,Trayecto,2018,2018,6,Instituto Superior Dr. Bernardo Houssay,HOUSSAY,Punilla,12,5,,,0,0,0,0,0,0,1,1,0
14,44,Formación de docentes del nivel de educación inicial y primario,Especialización Docente de Nivel Superior en la Enseñanza de Ciencias Naturales en la Educación Primaria,Especialización Docente de Nivel Superior en la Enseñanza de Ciencias Naturales en la Educación Primaria,NATURALES_ESP,Trayecto,2018,2020,9,Instituto Superior Carlos Alberto Leguizamón,ISCAL,Capital,26,,,,0,5,0,5,3,0,1,1,0
10,38,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial,GESTIONINI_ESP,Trayecto,2018,2018,6,Instituto Superior Dr. Bernardo Houssay,HOUSSAY,Punilla,12,3,,,0,0,0,0,0,0,1,1,0
16,46,Formación de docentes del nivel de educación inicial y primario,Especialización Docente de Nivel Superior en la Enseñanza de Lengua y Literatura en la Educación Primaria,Especialización Docente de Nivel Superior en la Enseñanza de Lengua y Literatura en la Educación Primaria,LENGUA_ESP,Trayecto,2018,2020,8,Escuela Normal Superior Dr. Alejandro Carbó,ENSCARBO,Capital,26,,,,0,10,0,7,2,0,1,1,0
16,46,Formación de docentes del nivel de educación inicial y primario,Especialización Docente de Nivel Superior en la Enseñanza de Lengua y Literatura en la Educación Primaria,Especialización Docente de Nivel Superior en la Enseñanza de Lengua y Literatura en la Educación Primaria,LENGUA_ESP,Trayecto,2018,2021,8,Escuela Normal Superior Dr. Alejandro Carbó,ENSCARBO,Capital,26,,,,0,7,0,1,1,0,1,1,0
16,46,Formación de docentes del nivel de educación inicial y primario,Especialización Docente de Nivel Superior en la Enseñanza de Lengua y Literatura en la Educación Primaria,Especialización Docente de Nivel Superior en la Enseñanza de Lengua y Literatura en la Educación Primaria,LENGUA_ESP,Trayecto,2018,2022,8,Escuela Normal Superior Dr. Alejandro Carbó,ENSCARBO,Capital,26,,,,0,0,0,0,0,0,1,1,0
3,42,Formación de directores y supervisores,Trayecto de formación para docentes de ramos especiales para el acceso a concursos de cargos directivos en el nivel de Educación Primaria,Trayecto de formación para docentes de ramos especiales para el acceso a concursos de cargos directivos en el nivel de Educación Primaria,DIRESPECIALES,Trayecto,2018,2018,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,1,,,0,0,0,0,0,0,1,0,0
10,38,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Inicial,GESTIONINI_ESP,Trayecto,2018,2018,4,Colegio Superior San Martín,SANMARTIN,San Justo,19,7,,,0,0,0,0,0,0,1,1,0
12,40,Formación de directores y supervisores,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa ,Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Secundaria,GESTIONSEC_ESP,Trayecto,2018,2018,10,Instituto de Enseñanza Superior Eduardo Lefebvre de Laboulaye,LEFEBVRE,Presidente Roque Sáenz Peña,11,37,28,11,0,11,0,0,0,0,1,1,11
