idcarrera,idcohorte,linea_formativa,propuesta,carrera,carrera_siglas,tipo,cohorte_anio,anio,idsede,ifda,ifda_siglas,departamento,iddepartamento,inscriptos,aceptados,aprobados_mi,inician_cursada_seminario,cursantes_t3,cursando_hoy,egresados_intermedio,egresados,aprobados_mi2,tiene_egresados,tiene_egresados_inter,ingresantes
119,225,Formación de directores y supervisores,"Ciclo de talleres para equipos directivos y de supervisión ""La continuidad pedagógica 2020-2021: perspectivas y análisis de experiencias""","Ciclo de talleres para equipos directivos y de supervisión ""La continuidad pedagógica 2020-2021: perspectivas y análisis de experiencias""",CONTINUIDADPEDAGOGICA,Seminario,2021,2021,12,Conservatorio Superior de Música Juan José Castro,CCASTRO,Tercero Arriba,22,34,24,,24,24,0,0,18,0,1,0,24
30,227,Formación de estudiantes de institutos de formación docente y docentes noveles,Seminario. Enciclopedia imaginaria: cuentos de Borges,Seminario. Enciclopedia imaginaria: cuentos de Borges,SEMINARIOBORGES,Seminario,2021,2021,10,Instituto de Enseñanza Superior Eduardo Lefebvre de Laboulaye,LEFEBVRE,Presidente Roque Sáenz Peña,11,30,27,,22,22,0,0,12,0,1,0,22
119,225,Formación de directores y supervisores,"Ciclo de talleres para equipos directivos y de supervisión ""La continuidad pedagógica 2020-2021: perspectivas y análisis de experiencias""","Ciclo de talleres para equipos directivos y de supervisión ""La continuidad pedagógica 2020-2021: perspectivas y análisis de experiencias""",CONTINUIDADPEDAGOGICA,Seminario,2021,2021,2,Instituto Superior Dr. Carlos María Carena,CARENA,San Alberto,17,32,31,,30,30,0,0,22,0,1,0,30
119,233,Formación de directores y supervisores,"Ciclo de talleres para equipos directivos y de supervisión ""La continuidad pedagógica 2020-2021: perspectivas y análisis de experiencias""","Ciclo de talleres para equipos directivos y de supervisión ""La continuidad pedagógica 2020-2021: perspectivas y análisis de experiencias""",CONTINUIDADPEDAGOGICA,Seminario,2021,2021,3,Instituto de Enseñanza Superior Simón Bolívar,IESSB,Capital,26,33,33,,26,26,0,0,5,0,1,0,26
116,234,Formación de docentes del nivel de educación inicial y primario,Ateneo Didáctico de Matemática: Geometría y medida,Ateneo Didáctico de Matemática: Geometría y medida,ATENEOMATEMATICA1,Seminario,2021,2021,8,Escuela Normal Superior Dr. Alejandro Carbó,ENSCARBO,Capital,26,306,117,,104,104,0,0,70,0,1,0,104
115,205,Formación de docentes del nivel de educación inicial y primario,Actualización Académica en Educación Inicial,Actualización Académica en Educación Inicial,INICIAL_ACT,Trayecto,2021,2021,9,Instituto Superior Carlos Alberto Leguizamón,ISCAL,Capital,26,236,188,120,0,117,0,0,0,0,0,0,120
115,205,Formación de docentes del nivel de educación inicial y primario,Actualización Académica en Educación Inicial,Actualización Académica en Educación Inicial,INICIAL_ACT,Trayecto,2021,2022,9,Instituto Superior Carlos Alberto Leguizamón,ISCAL,Capital,26,,,,0,0,0,0,0,0,0,0,0
115,205,Formación de docentes del nivel de educación inicial y primario,Actualización Académica en Educación Inicial,Actualización Académica en Educación Inicial,INICIAL_ACT,Trayecto,2021,2021,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,43,37,26,0,26,0,0,0,0,0,0,26
115,205,Formación de docentes del nivel de educación inicial y primario,Actualización Académica en Educación Inicial,Actualización Académica en Educación Inicial,INICIAL_ACT,Trayecto,2021,2022,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,,,,0,0,0,0,0,0,0,0,0
115,205,Formación de docentes del nivel de educación inicial y primario,Actualización Académica en Educación Inicial,Actualización Académica en Educación Inicial,INICIAL_ACT,Trayecto,2021,2021,1,Escuela Normal Superior Justo José de Urquiza,URQUIZA,Río Cuarto,13,42,29,20,0,19,1,0,0,0,0,0,20
115,205,Formación de docentes del nivel de educación inicial y primario,Actualización Académica en Educación Inicial,Actualización Académica en Educación Inicial,INICIAL_ACT,Trayecto,2021,2022,1,Escuela Normal Superior Justo José de Urquiza,URQUIZA,Río Cuarto,13,,,,0,0,0,0,0,0,0,0,0
90,236,Formación de directores y supervisores,Diplomatura Superior en Conducción y Gestión Educativa ,Diplomatura Superior en Conducción y Gestión Educativa en la Educación Primaria,GESTIONPRI_TDIP,Trayecto,2021,2021,9,Instituto Superior Carlos Alberto Leguizamón,ISCAL,Capital,26,124,89,,0,89,0,0,0,89,0,0,89
90,236,Formación de directores y supervisores,Diplomatura Superior en Conducción y Gestión Educativa ,Diplomatura Superior en Conducción y Gestión Educativa en la Educación Primaria,GESTIONPRI_TDIP,Trayecto,2021,2022,9,Instituto Superior Carlos Alberto Leguizamón,ISCAL,Capital,26,,,,0,0,0,0,0,0,0,0,0
91,238,Formación de directores y supervisores,Diplomatura Superior en Conducción y Gestión Educativa ,Diplomatura Superior en Conducción y Gestión Educativa en la Educación Secundaria,GESTIONSEC_TDIP,Trayecto,2021,2021,9,Instituto Superior Carlos Alberto Leguizamón,ISCAL,Capital,26,24,16,,0,16,0,0,0,16,0,0,16
91,238,Formación de directores y supervisores,Diplomatura Superior en Conducción y Gestión Educativa ,Diplomatura Superior en Conducción y Gestión Educativa en la Educación Secundaria,GESTIONSEC_TDIP,Trayecto,2021,2022,9,Instituto Superior Carlos Alberto Leguizamón,ISCAL,Capital,26,,,,0,0,0,0,0,0,0,0,0
90,236,Formación de directores y supervisores,Diplomatura Superior en Conducción y Gestión Educativa ,Diplomatura Superior en Conducción y Gestión Educativa en la Educación Primaria,GESTIONPRI_TDIP,Trayecto,2021,2021,1,Escuela Normal Superior Justo José de Urquiza,URQUIZA,Río Cuarto,13,27,17,,0,17,0,0,0,17,0,0,17
90,236,Formación de directores y supervisores,Diplomatura Superior en Conducción y Gestión Educativa ,Diplomatura Superior en Conducción y Gestión Educativa en la Educación Primaria,GESTIONPRI_TDIP,Trayecto,2021,2022,1,Escuela Normal Superior Justo José de Urquiza,URQUIZA,Río Cuarto,13,,,,0,0,0,0,0,0,0,0,0
90,236,Formación de directores y supervisores,Diplomatura Superior en Conducción y Gestión Educativa ,Diplomatura Superior en Conducción y Gestión Educativa en la Educación Primaria,GESTIONPRI_TDIP,Trayecto,2021,2021,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,20,17,,0,17,0,0,0,17,0,0,17
91,238,Formación de directores y supervisores,Diplomatura Superior en Conducción y Gestión Educativa ,Diplomatura Superior en Conducción y Gestión Educativa en la Educación Secundaria,GESTIONSEC_TDIP,Trayecto,2021,2021,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,17,7,,0,7,0,0,0,7,0,0,7
89,235,Formación de directores y supervisores,Diplomatura Superior en Conducción y Gestión Educativa ,Diplomatura Superior en Conducción y Gestión Educativa en la Educación Inicial,GESTIONINI_TDIP,Trayecto,2021,2021,9,Instituto Superior Carlos Alberto Leguizamón,ISCAL,Capital,26,18,11,,0,11,0,0,0,11,0,0,11
91,238,Formación de directores y supervisores,Diplomatura Superior en Conducción y Gestión Educativa ,Diplomatura Superior en Conducción y Gestión Educativa en la Educación Secundaria,GESTIONSEC_TDIP,Trayecto,2021,2022,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,,,,0,0,0,0,0,0,0,0,0
89,235,Formación de directores y supervisores,Diplomatura Superior en Conducción y Gestión Educativa ,Diplomatura Superior en Conducción y Gestión Educativa en la Educación Inicial,GESTIONINI_TDIP,Trayecto,2021,2022,9,Instituto Superior Carlos Alberto Leguizamón,ISCAL,Capital,26,,,,0,0,0,0,0,0,0,0,0
91,238,Formación de directores y supervisores,Diplomatura Superior en Conducción y Gestión Educativa ,Diplomatura Superior en Conducción y Gestión Educativa en la Educación Secundaria,GESTIONSEC_TDIP,Trayecto,2021,2021,1,Escuela Normal Superior Justo José de Urquiza,URQUIZA,Río Cuarto,13,6,5,,0,5,0,0,0,5,0,0,5
90,236,Formación de directores y supervisores,Diplomatura Superior en Conducción y Gestión Educativa ,Diplomatura Superior en Conducción y Gestión Educativa en la Educación Primaria,GESTIONPRI_TDIP,Trayecto,2021,2022,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,,,,0,0,0,0,0,0,0,0,0
92,237,Formación de directores y supervisores,Diplomatura Superior en Conducción y Gestión Educativa ,Diplomatura Superior en Conducción y Gestión Educativa en la Educación Superior,GESTIONSUP_TDIP,Trayecto,2021,2021,9,Instituto Superior Carlos Alberto Leguizamón,ISCAL,Capital,26,6,5,,0,5,0,0,0,5,0,0,5
92,237,Formación de directores y supervisores,Diplomatura Superior en Conducción y Gestión Educativa ,Diplomatura Superior en Conducción y Gestión Educativa en la Educación Superior,GESTIONSUP_TDIP,Trayecto,2021,2021,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,3,3,,0,3,0,0,0,3,0,0,3
115,239,Formación de docentes del nivel de educación inicial y primario,Actualización Académica en Educación Inicial,Actualización Académica en Educación Inicial,INICIAL_ACT,Trayecto,2021,2021,9,Instituto Superior Carlos Alberto Leguizamón,ISCAL,Capital,26,22,21,18,0,18,0,0,0,0,0,0,18
115,239,Formación de docentes del nivel de educación inicial y primario,Actualización Académica en Educación Inicial,Actualización Académica en Educación Inicial,INICIAL_ACT,Trayecto,2021,2022,9,Instituto Superior Carlos Alberto Leguizamón,ISCAL,Capital,26,,,,0,0,0,0,0,0,0,0,0
92,237,Formación de directores y supervisores,Diplomatura Superior en Conducción y Gestión Educativa ,Diplomatura Superior en Conducción y Gestión Educativa en la Educación Superior,GESTIONSUP_TDIP,Trayecto,2021,2022,9,Instituto Superior Carlos Alberto Leguizamón,ISCAL,Capital,26,,,,0,0,0,0,0,0,0,0,0
89,235,Formación de directores y supervisores,Diplomatura Superior en Conducción y Gestión Educativa ,Diplomatura Superior en Conducción y Gestión Educativa en la Educación Inicial,GESTIONINI_TDIP,Trayecto,2021,2021,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,4,2,,0,2,0,0,0,2,0,0,2
89,235,Formación de directores y supervisores,Diplomatura Superior en Conducción y Gestión Educativa ,Diplomatura Superior en Conducción y Gestión Educativa en la Educación Inicial,GESTIONINI_TDIP,Trayecto,2021,2022,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,,,,0,0,0,0,0,0,0,0,0
91,238,Formación de directores y supervisores,Diplomatura Superior en Conducción y Gestión Educativa ,Diplomatura Superior en Conducción y Gestión Educativa en la Educación Secundaria,GESTIONSEC_TDIP,Trayecto,2021,2022,1,Escuela Normal Superior Justo José de Urquiza,URQUIZA,Río Cuarto,13,,,,0,0,0,0,0,0,0,0,0
89,235,Formación de directores y supervisores,Diplomatura Superior en Conducción y Gestión Educativa ,Diplomatura Superior en Conducción y Gestión Educativa en la Educación Inicial,GESTIONINI_TDIP,Trayecto,2021,2021,1,Escuela Normal Superior Justo José de Urquiza,URQUIZA,Río Cuarto,13,4,4,,0,4,0,0,0,4,0,0,4
92,237,Formación de directores y supervisores,Diplomatura Superior en Conducción y Gestión Educativa ,Diplomatura Superior en Conducción y Gestión Educativa en la Educación Superior,GESTIONSUP_TDIP,Trayecto,2021,2022,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,,,,0,0,0,0,0,0,0,0,0
89,235,Formación de directores y supervisores,Diplomatura Superior en Conducción y Gestión Educativa ,Diplomatura Superior en Conducción y Gestión Educativa en la Educación Inicial,GESTIONINI_TDIP,Trayecto,2021,2022,1,Escuela Normal Superior Justo José de Urquiza,URQUIZA,Río Cuarto,13,,,,0,0,0,0,0,0,0,0,0
90,242,Formación de directores y supervisores,Diplomatura Superior en Conducción y Gestión Educativa ,Diplomatura Superior en Conducción y Gestión Educativa en la Educación Primaria,GESTIONPRI_TDIP,Trayecto,2021,2021,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,4,4,,0,4,0,0,0,3,0,0,3
90,242,Formación de directores y supervisores,Diplomatura Superior en Conducción y Gestión Educativa ,Diplomatura Superior en Conducción y Gestión Educativa en la Educación Primaria,GESTIONPRI_TDIP,Trayecto,2021,2022,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,,,,0,2,0,0,0,0,0,0,0
90,242,Formación de directores y supervisores,Diplomatura Superior en Conducción y Gestión Educativa ,Diplomatura Superior en Conducción y Gestión Educativa en la Educación Primaria,GESTIONPRI_TDIP,Trayecto,2021,2021,9,Instituto Superior Carlos Alberto Leguizamón,ISCAL,Capital,26,15,15,,0,15,0,0,0,8,0,0,8
90,242,Formación de directores y supervisores,Diplomatura Superior en Conducción y Gestión Educativa ,Diplomatura Superior en Conducción y Gestión Educativa en la Educación Primaria,GESTIONPRI_TDIP,Trayecto,2021,2022,9,Instituto Superior Carlos Alberto Leguizamón,ISCAL,Capital,26,,,,0,9,0,0,0,0,0,0,0
90,242,Formación de directores y supervisores,Diplomatura Superior en Conducción y Gestión Educativa ,Diplomatura Superior en Conducción y Gestión Educativa en la Educación Primaria,GESTIONPRI_TDIP,Trayecto,2021,2021,1,Escuela Normal Superior Justo José de Urquiza,URQUIZA,Río Cuarto,13,3,2,,0,2,0,0,0,0,0,0,0
126,249,Formación docente complementaria,Profesorado de Educación Secundaria en Lengua y Literatura (en concurrencia con título de base),Profesorado de Educación Secundaria en Lengua y Literatura (en concurrencia con título de base),PROFSEC_LENGYLIT21,Profesorado,2021,2021,3,Instituto de Enseñanza Superior Simón Bolívar,IESSB,Capital,26,83,28,26,0,26,0,0,0,0,0,0,26
126,249,Formación docente complementaria,Profesorado de Educación Secundaria en Lengua y Literatura (en concurrencia con título de base),Profesorado de Educación Secundaria en Lengua y Literatura (en concurrencia con título de base),PROFSEC_LENGYLIT21,Profesorado,2021,2022,3,Instituto de Enseñanza Superior Simón Bolívar,IESSB,Capital,26,,,,0,1,0,0,0,0,0,0,0
127,252,Formación docente complementaria,Profesorado de Educación Secundaria en Química (en concurrencia con título de base),Profesorado de Educación Secundaria en Química (en concurrencia con título de base),PROFSEC_QUIM21,Profesorado,2021,2021,3,Instituto de Enseñanza Superior Simón Bolívar,IESSB,Capital,26,86,43,35,0,35,30,0,0,0,0,0,35
127,252,Formación docente complementaria,Profesorado de Educación Secundaria en Química (en concurrencia con título de base),Profesorado de Educación Secundaria en Química (en concurrencia con título de base),PROFSEC_QUIM21,Profesorado,2021,2022,3,Instituto de Enseñanza Superior Simón Bolívar,IESSB,Capital,26,,,,0,5,0,0,0,0,0,0,0
122,245,Formación docente complementaria,Profesorado de Educación Secundaria en Biología (en concurrencia con título de base),Profesorado de Educación Secundaria en Biología (en concurrencia con título de base),PROFSEC_BIOL21,Profesorado,2021,2021,3,Instituto de Enseñanza Superior Simón Bolívar,IESSB,Capital,26,115,51,41,0,41,40,0,0,0,0,0,41
122,245,Formación docente complementaria,Profesorado de Educación Secundaria en Biología (en concurrencia con título de base),Profesorado de Educación Secundaria en Biología (en concurrencia con título de base),PROFSEC_BIOL21,Profesorado,2021,2022,3,Instituto de Enseñanza Superior Simón Bolívar,IESSB,Capital,26,,,,0,2,0,0,0,0,0,0,0
122,245,Formación docente complementaria,Profesorado de Educación Secundaria en Biología (en concurrencia con título de base),Profesorado de Educación Secundaria en Biología (en concurrencia con título de base),PROFSEC_BIOL21,Profesorado,2021,2021,10,Instituto de Enseñanza Superior Eduardo Lefebvre de Laboulaye,LEFEBVRE,Presidente Roque Sáenz Peña,11,2,2,2,0,2,2,0,0,0,0,0,2
122,245,Formación docente complementaria,Profesorado de Educación Secundaria en Biología (en concurrencia con título de base),Profesorado de Educación Secundaria en Biología (en concurrencia con título de base),PROFSEC_BIOL21,Profesorado,2021,2022,10,Instituto de Enseñanza Superior Eduardo Lefebvre de Laboulaye,LEFEBVRE,Presidente Roque Sáenz Peña,11,,,,0,0,0,0,0,0,0,0,0
128,250,Formación docente complementaria,Profesorado de Educación Secundaria en Informática (en concurrencia con título de base),Profesorado de Educación Secundaria en Informática (en concurrencia con título de base),PROFSEC_INF21,Profesorado,2021,2021,3,Instituto de Enseñanza Superior Simón Bolívar,IESSB,Capital,26,106,48,39,0,39,0,0,0,0,0,0,39
128,250,Formación docente complementaria,Profesorado de Educación Secundaria en Informática (en concurrencia con título de base),Profesorado de Educación Secundaria en Informática (en concurrencia con título de base),PROFSEC_INF21,Profesorado,2021,2022,3,Instituto de Enseñanza Superior Simón Bolívar,IESSB,Capital,26,,,,0,1,0,0,0,0,0,0,0
126,249,Formación docente complementaria,Profesorado de Educación Secundaria en Lengua y Literatura (en concurrencia con título de base),Profesorado de Educación Secundaria en Lengua y Literatura (en concurrencia con título de base),PROFSEC_LENGYLIT21,Profesorado,2021,2021,4,Colegio Superior San Martín,SANMARTIN,San Justo,19,7,1,1,0,1,0,0,0,0,0,0,1
121,251,Formación docente complementaria,Profesorado de Educación Secundaria en Matemática (en concurrencia con título de base),Profesorado de Educación Secundaria en Matemática (en concurrencia con título de base),PROFSEC_MAT21,Profesorado,2021,2021,3,Instituto de Enseñanza Superior Simón Bolívar,IESSB,Capital,26,89,43,36,0,36,0,0,0,0,0,0,36
125,248,Formación docente complementaria,Profesorado de Educación Secundaria en Historia (en concurrencia con título de base),Profesorado de Educación Secundaria en Historia (en concurrencia con título de base),PROFSEC_HIS21,Profesorado,2021,2021,12,Conservatorio Superior de Música Juan José Castro,CCASTRO,Tercero Arriba,22,13,1,1,0,1,1,0,0,0,0,0,1
125,248,Formación docente complementaria,Profesorado de Educación Secundaria en Historia (en concurrencia con título de base),Profesorado de Educación Secundaria en Historia (en concurrencia con título de base),PROFSEC_HIS21,Profesorado,2021,2022,12,Conservatorio Superior de Música Juan José Castro,CCASTRO,Tercero Arriba,22,,,,0,1,0,0,0,0,0,0,0
125,248,Formación docente complementaria,Profesorado de Educación Secundaria en Historia (en concurrencia con título de base),Profesorado de Educación Secundaria en Historia (en concurrencia con título de base),PROFSEC_HIS21,Profesorado,2021,2023,12,Conservatorio Superior de Música Juan José Castro,CCASTRO,Tercero Arriba,22,,,,0,1,0,0,0,0,0,0,0
121,251,Formación docente complementaria,Profesorado de Educación Secundaria en Matemática (en concurrencia con título de base),Profesorado de Educación Secundaria en Matemática (en concurrencia con título de base),PROFSEC_MAT21,Profesorado,2021,2022,3,Instituto de Enseñanza Superior Simón Bolívar,IESSB,Capital,26,,,,0,1,0,0,0,0,0,0,0
121,251,Formación docente complementaria,Profesorado de Educación Secundaria en Matemática (en concurrencia con título de base),Profesorado de Educación Secundaria en Matemática (en concurrencia con título de base),PROFSEC_MAT21,Profesorado,2021,2021,1,Escuela Normal Superior Justo José de Urquiza,URQUIZA,Río Cuarto,13,31,10,6,0,6,0,0,0,0,0,0,6
124,247,Formación docente complementaria,Profesorado de Educación Secundaria en Geografía (en concurrencia con título de base),Profesorado de Educación Secundaria en Geografía (en concurrencia con título de base),PROFSEC_GEOG21,Profesorado,2021,2021,12,Conservatorio Superior de Música Juan José Castro,CCASTRO,Tercero Arriba,22,2,,,0,0,0,0,0,0,0,0,0
124,247,Formación docente complementaria,Profesorado de Educación Secundaria en Geografía (en concurrencia con título de base),Profesorado de Educación Secundaria en Geografía (en concurrencia con título de base),PROFSEC_GEOG21,Profesorado,2021,2021,3,Instituto de Enseñanza Superior Simón Bolívar,IESSB,Capital,26,31,10,10,0,10,8,0,0,0,0,0,10
124,247,Formación docente complementaria,Profesorado de Educación Secundaria en Geografía (en concurrencia con título de base),Profesorado de Educación Secundaria en Geografía (en concurrencia con título de base),PROFSEC_GEOG21,Profesorado,2021,2022,3,Instituto de Enseñanza Superior Simón Bolívar,IESSB,Capital,26,,,,0,0,0,0,0,0,0,0,0
127,252,Formación docente complementaria,Profesorado de Educación Secundaria en Química (en concurrencia con título de base),Profesorado de Educación Secundaria en Química (en concurrencia con título de base),PROFSEC_QUIM21,Profesorado,2021,2021,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,15,5,5,0,5,5,0,0,0,0,0,5
121,251,Formación docente complementaria,Profesorado de Educación Secundaria en Matemática (en concurrencia con título de base),Profesorado de Educación Secundaria en Matemática (en concurrencia con título de base),PROFSEC_MAT21,Profesorado,2021,2021,10,Instituto de Enseñanza Superior Eduardo Lefebvre de Laboulaye,LEFEBVRE,Presidente Roque Sáenz Peña,11,3,1,1,0,1,0,0,0,0,0,0,1
121,251,Formación docente complementaria,Profesorado de Educación Secundaria en Matemática (en concurrencia con título de base),Profesorado de Educación Secundaria en Matemática (en concurrencia con título de base),PROFSEC_MAT21,Profesorado,2021,2022,10,Instituto de Enseñanza Superior Eduardo Lefebvre de Laboulaye,LEFEBVRE,Presidente Roque Sáenz Peña,11,,,,0,0,0,0,0,0,0,0,0
125,248,Formación docente complementaria,Profesorado de Educación Secundaria en Historia (en concurrencia con título de base),Profesorado de Educación Secundaria en Historia (en concurrencia con título de base),PROFSEC_HIS21,Profesorado,2021,2021,3,Instituto de Enseñanza Superior Simón Bolívar,IESSB,Capital,26,67,2,2,0,2,2,0,0,0,0,0,2
123,246,Formación docente complementaria,Profesorado de Educación Secundaria en Física (en concurrencia con título de base),Profesorado de Educación Secundaria en Física (en concurrencia con título de base),PROFSEC_FIS21,Profesorado,2021,2021,3,Instituto de Enseñanza Superior Simón Bolívar,IESSB,Capital,26,42,25,23,0,22,19,0,0,0,0,0,23
126,249,Formación docente complementaria,Profesorado de Educación Secundaria en Lengua y Literatura (en concurrencia con título de base),Profesorado de Educación Secundaria en Lengua y Literatura (en concurrencia con título de base),PROFSEC_LENGYLIT21,Profesorado,2021,2021,1,Escuela Normal Superior Justo José de Urquiza,URQUIZA,Río Cuarto,13,9,1,1,0,1,0,0,0,0,0,0,1
129,244,Formación docente complementaria,Profesorado de Inglés (en concurrencia con título de base),Profesorado de Inglés (en concurrencia con título de base),PROF_INGLES21,Profesorado,2021,2021,3,Instituto de Enseñanza Superior Simón Bolívar,IESSB,Capital,26,66,21,20,0,19,0,0,0,0,0,0,20
123,246,Formación docente complementaria,Profesorado de Educación Secundaria en Física (en concurrencia con título de base),Profesorado de Educación Secundaria en Física (en concurrencia con título de base),PROFSEC_FIS21,Profesorado,2021,2021,1,Escuela Normal Superior Justo José de Urquiza,URQUIZA,Río Cuarto,13,12,8,7,0,6,3,0,0,0,0,0,7
123,246,Formación docente complementaria,Profesorado de Educación Secundaria en Física (en concurrencia con título de base),Profesorado de Educación Secundaria en Física (en concurrencia con título de base),PROFSEC_FIS21,Profesorado,2021,2022,1,Escuela Normal Superior Justo José de Urquiza,URQUIZA,Río Cuarto,13,,,,0,1,0,0,0,0,0,0,0
123,246,Formación docente complementaria,Profesorado de Educación Secundaria en Física (en concurrencia con título de base),Profesorado de Educación Secundaria en Física (en concurrencia con título de base),PROFSEC_FIS21,Profesorado,2021,2023,1,Escuela Normal Superior Justo José de Urquiza,URQUIZA,Río Cuarto,13,,,,0,1,0,0,0,0,0,0,0
127,252,Formación docente complementaria,Profesorado de Educación Secundaria en Química (en concurrencia con título de base),Profesorado de Educación Secundaria en Química (en concurrencia con título de base),PROFSEC_QUIM21,Profesorado,2021,2021,12,Conservatorio Superior de Música Juan José Castro,CCASTRO,Tercero Arriba,22,15,8,7,0,7,7,0,0,0,0,0,7
125,248,Formación docente complementaria,Profesorado de Educación Secundaria en Historia (en concurrencia con título de base),Profesorado de Educación Secundaria en Historia (en concurrencia con título de base),PROFSEC_HIS21,Profesorado,2021,2021,2,Instituto Superior Dr. Carlos María Carena,CARENA,San Alberto,17,6,,,0,0,0,0,0,0,0,0,0
126,249,Formación docente complementaria,Profesorado de Educación Secundaria en Lengua y Literatura (en concurrencia con título de base),Profesorado de Educación Secundaria en Lengua y Literatura (en concurrencia con título de base),PROFSEC_LENGYLIT21,Profesorado,2021,2021,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,6,,,0,0,0,0,0,0,0,0,0
122,245,Formación docente complementaria,Profesorado de Educación Secundaria en Biología (en concurrencia con título de base),Profesorado de Educación Secundaria en Biología (en concurrencia con título de base),PROFSEC_BIOL21,Profesorado,2021,2021,2,Instituto Superior Dr. Carlos María Carena,CARENA,San Alberto,17,10,4,4,0,4,3,0,0,0,0,0,4
129,244,Formación docente complementaria,Profesorado de Inglés (en concurrencia con título de base),Profesorado de Inglés (en concurrencia con título de base),PROF_INGLES21,Profesorado,2021,2022,3,Instituto de Enseñanza Superior Simón Bolívar,IESSB,Capital,26,,,,0,0,0,0,0,0,0,0,0
122,245,Formación docente complementaria,Profesorado de Educación Secundaria en Biología (en concurrencia con título de base),Profesorado de Educación Secundaria en Biología (en concurrencia con título de base),PROFSEC_BIOL21,Profesorado,2021,2023,3,Instituto de Enseñanza Superior Simón Bolívar,IESSB,Capital,26,,,,0,2,0,0,0,0,0,0,0
126,249,Formación docente complementaria,Profesorado de Educación Secundaria en Lengua y Literatura (en concurrencia con título de base),Profesorado de Educación Secundaria en Lengua y Literatura (en concurrencia con título de base),PROFSEC_LENGYLIT21,Profesorado,2021,2021,12,Conservatorio Superior de Música Juan José Castro,CCASTRO,Tercero Arriba,22,7,,,0,0,0,0,0,0,0,0,0
122,245,Formación docente complementaria,Profesorado de Educación Secundaria en Biología (en concurrencia con título de base),Profesorado de Educación Secundaria en Biología (en concurrencia con título de base),PROFSEC_BIOL21,Profesorado,2021,2021,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,12,4,3,0,3,3,0,0,0,0,0,3
122,245,Formación docente complementaria,Profesorado de Educación Secundaria en Biología (en concurrencia con título de base),Profesorado de Educación Secundaria en Biología (en concurrencia con título de base),PROFSEC_BIOL21,Profesorado,2021,2022,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,,,,0,0,0,0,0,0,0,0,0
121,251,Formación docente complementaria,Profesorado de Educación Secundaria en Matemática (en concurrencia con título de base),Profesorado de Educación Secundaria en Matemática (en concurrencia con título de base),PROFSEC_MAT21,Profesorado,2021,2021,12,Conservatorio Superior de Música Juan José Castro,CCASTRO,Tercero Arriba,22,21,8,8,0,8,0,0,0,0,0,0,8
121,251,Formación docente complementaria,Profesorado de Educación Secundaria en Matemática (en concurrencia con título de base),Profesorado de Educación Secundaria en Matemática (en concurrencia con título de base),PROFSEC_MAT21,Profesorado,2021,2022,12,Conservatorio Superior de Música Juan José Castro,CCASTRO,Tercero Arriba,22,,,,0,0,0,0,0,0,0,0,0
121,251,Formación docente complementaria,Profesorado de Educación Secundaria en Matemática (en concurrencia con título de base),Profesorado de Educación Secundaria en Matemática (en concurrencia con título de base),PROFSEC_MAT21,Profesorado,2021,2021,6,Instituto Superior Dr. Bernardo Houssay,HOUSSAY,Punilla,12,7,3,2,0,2,0,0,0,0,0,0,2
128,250,Formación docente complementaria,Profesorado de Educación Secundaria en Informática (en concurrencia con título de base),Profesorado de Educación Secundaria en Informática (en concurrencia con título de base),PROFSEC_INF21,Profesorado,2021,2021,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,19,9,9,0,9,0,0,0,0,0,0,9
128,250,Formación docente complementaria,Profesorado de Educación Secundaria en Informática (en concurrencia con título de base),Profesorado de Educación Secundaria en Informática (en concurrencia con título de base),PROFSEC_INF21,Profesorado,2021,2022,5,"Instituto de Educación Superior del Centro de La República ""Dr. Angel Diego Márquez""",INESCER,General San Martín,5,,,,0,1,0,0,0,0,0,0,0
